DATA,VALOR,DESCRIÇÃO,CATEGORIA,OPERAÇÃO,MOVIMENTAÇÃO,ARCHIVE
2023-06-08,"7,37",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2024-03-23,"7,35",Gege Hot Dog,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2023-07-15,"7,31",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-04-11,"7,27",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-07-22,"7,2",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-08-18,"7,2",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2022-12-20,"7,13",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-04-14,"7,13",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-08-12,"7,1",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-01-31,"7,07",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-02-25,"7,06",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2022-01-03,7,Coisas da Casa,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-02
2023-03-05,7,Bola Na Rede,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-04-20,7,Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2024-03-18,7,Drogaria Araujo,Saúde,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2023-07-22,"6,99",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-08-29,"6,96",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-11,"6,93",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-07-18,"6,92",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2022-12-29,"6,9",Be Happy,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-05-23,"6,82",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-08-09,"6,78",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-07-18,"6,7",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-06-13,"6,58",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-05-20,"6,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2024-05-19,"6,5",Pag*Xuxubebidas,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2023-01-31,"6,47",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-07-27,"6,43",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-07-06,"6,43",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-08-02,"6,4",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-06-08,"6,38",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-07-29,"6,36",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-12-18,"6,34",Thales Moreira Luiz Jafar,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2023-07-29,"6,3",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-06-06,"6,29",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-08-03,"6,26",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-22,"6,25",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-02-07,"6,21",Gabriel Vidal dos Santos Pereira,Futebol,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-07-04,"6,14",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-07-26,"6,12",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-08-23,"6,07",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-03-26,6,Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-04-03,6,Drogaria Paraopeba,Saúde,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2024-06-14,6,Claudinho Churros,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2024-05-25,"5,95",Ifd*Ifood,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-06
2023-07-27,"5,91",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2024-01-03,"5,9",Tembici,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2024-04-17,"5,9",Reis Eletrica e Hidrau,Compras/Catira,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-05
2023-05-09,"5,89",Ifood *Ifd*Umbigo do,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-06-04,"5,87",Uber *Trip Help.Uber.C,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-09-26,"5,86",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-10
2023-06-17,"5,82",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2022-09-11,"5,74",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-10
2023-08-25,"5,72",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-06-10,"5,69",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2024-03-02,"5,68",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2024-02-29,"5,64",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-04
2023-06-10,"5,6",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-06-20,"5,56",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2024-01-24,"5,52",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2023-08-19,"5,51",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-12-28,"5,51",Juros de rotativo,Taxas/Imposto,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2023-03-29,"5,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-03-22,"5,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-04-27,"5,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-04-12,"5,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-08-11,"5,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-17,"5,49",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-09,"5,46",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-07-26,"5,43",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-06-16,"5,42",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-08-22,"5,41",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-07-04,"5,38",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2023-06-07,"5,33",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-09-02,"5,32",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-10
2024-04-26,"5,32",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-05
2023-03-01,"5,25",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-08-25,"5,2",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-18,"5,18",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-10,"5,18",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2024-06-13,"5,18",EMPRESA MUNIC DE DESENVOLVIMENTO URBANO RURAL DE BAURU,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2024-06-17,"5,15",EMPRESA MUNIC DE DESENVOLVIMENTO URBANO RURAL DE BAURU,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2023-06-27,"5,12",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2022-03-31,"5,11","IOF de ""Hugo Boss""",Taxas/Imposto,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-05
2023-07-13,"5,07",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-08
2024-01-24,"5,07",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2023-08-24,"5,02",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2022-06-25,5,Brunna Mendes Araujo,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-07
2023-01-27,5,Pg *Ton Moreira Silv,Papelaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-02
2023-02-04,5,Pag*Pauloborgeshubner,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-01-31,5,Be Happy,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-06-07,5,Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2023-09-29,5,Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-10
2024-01-09,5,Big Mercearia e Comerc,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2024-02-04,5,Big Mercearia e Comerc,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-03
2024-04-20,5,53949363 Alves Distri,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-05
2024-06-03,5,Pag*Spotpasssolucoes,Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2023-08-12,"4,94",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2024-01-18,"4,88",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2023-06-07,"4,84",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-07
2024-01-20,"4,83",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2023-02-04,"4,8",Ponto do Riacho,Compras/Catira,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2022-04-04,"4,5",Uber *Trip Help.Uber.C,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-05
2022-11-18,"4,5",Mc Donald S-Svb Loja,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-12
2023-01-15,"4,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-02
2023-03-20,"4,5",Mercadolivre*Moreiras,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-09-16,"4,5",Mc Donalds Big,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-10
2023-09-10,"4,5",Mc Donalds Big,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-10
2023-08-10,"4,34",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-24,"4,12",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2022-04-22,4,Pg *Octavio Luiz Pimen,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-05
2023-05-29,4,Pag*Tabacaria,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-12-07,4,Pag*Janicecristina,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2024-06-14,4,Autoparque do Brasil,Estacionamento,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-07
2024-01-09,"3,99",Ponto do Riacho,Compras/Catira,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2023-11-27,"3,94",Juros de rotativo,Taxas/Imposto,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2023-03-05,"3,8",Mc Donalds Ctg,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-08-05,"3,65",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-08-03,"3,61",Uber *Uber *Trip,Transporte,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-02-28,"3,6",Pag*Bombonsecia,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2022-09-30,"3,5",Drive Bh Catalao,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-11
2023-03-08,"3,5",Drive Bh Catalao,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2023-04-13,"3,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-04-06,"3,5",Pag*Mepayfinancial,Ifood/Restaurante,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2024-02-04,"3,11",Posto Cruzeiro do Sul,Combustível,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-03
2022-12-29,3,Be Happy,Lazer,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-04-19,"2,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2023-02-06,2,Studio Gabriella Brugn,Outros,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-03
2023-03-06,2,Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-04
2022-12-01,"1,75",Doce Docinho,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-01
2023-05-16,"1,75",Doce Docinho,Supermercado,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-05-12,"1,56",ROGEL RIBEIRO MAIA,Cigarro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-04-21,"1,5",Padaria Pao Divino,Padaria,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-05
2022-03-31,"1,28","IOF de ""Tienda Y Distribuidora""",Bar/Bebidas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-05
2023-05-16,"1,03",Hotmart,Assinaturas,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-06
2023-08-26,1,Posto Olimar Comercio,Combustível,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-09
2023-12-28,"0,22",IOF de rotativo,Taxas/Imposto,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
2023-11-27,"0,15",IOF de rotativo,Taxas/Imposto,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2024-01-02,"-0,95",Estorno de juros de rotativo,Taxas/Imposto,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-02
2022-03-14,"-1,32",Desconto Antecipação Jus*Auto Escola Lider,Carro,Despesa Cartão Crédito (Nubank),Despesa,nubank-2022-04
2023-11-07,"-24,35",Crédito de rotativo,Taxas/Imposto,Despesa Cartão Crédito (Nubank),Despesa,nubank-2023-12
2023-12-07,"-34,02",Crédito de rotativo,Taxas/Imposto,Despesa Cartão Crédito (Nubank),Despesa,nubank-2024-01
